Date,Time,Open,High,Low,Close,Volume
20-02-2023,14:00,9835.78,9855.23,9833.27,9851.59,33866
20-02-2023,14:15,9851.59,9864.13,9851.02,9853.78,2766
20-02-2023,14:30,9853.78,9859.1,9848.59,9850.47,48927
20-02-2023,14:45,9850.47,9853.17,9830.07,9832.3,34836
20-02-2023,15:00,9832.3,9833.76,9804.62,9804.81,23159
20-02-2023,15:15,9804.81,9818.44,9797.06,9817.88,43082
20-02-2023,15:30,9817.88,9832.44,9815.92,9826.91,42169
21-02-2023,09:15,9886.28,9898.38,9881.26,9891.41,6379
21-02-2023,09:30,9891.41,9892.32,9887.39,9887.99,32973
21-02-2023,09:45,9887.99,9891.64,9875.36,9878.3,44757
21-02-2023,10:00,9878.3,9894.13,9875.62,9889.82,21659
21-02-2023,10:15,9889.82,9890.02,9885.09,9887.86,13676
21-02-2023,10:30,9887.86,9892.91,9878.27,9883.84,13766
21-02-2023,10:45,9883.84,9887.19,9881.35,9884.97,27356
21-02-2023,11:00,9884.97,9889.25,9879.52,9885.46,46101
21-02-2023,11:15,9885.46,9892.42,9881.39,9886.54,16196
21-02-2023,11:30,9886.54,9898.6,9886.04,9894.72,22863
21-02-2023,11:45,9894.72,9901.1,9875.37,9890.73,33627
21-02-2023,12:00,9890.73,9894.96,9888.14,9889.54,28695
21-02-2023,12:15,9889.54,9893.71,9881.26,9884.24,11929
21-02-2023,12:30,9884.24,9886.9,9880.21,9886.25,29149
21-02-2023,12:45,9886.25,9888.44,9876.44,9879.22,47218
21-02-2023,13:00,9879.22,9886.32,9868.96,9874.87,14670
21-02-2023,13:15,9874.87,9890.41,9869.9,9885.88,43265
21-02-2023,13:30,9885.88,9902.21,9880.62,9900.85,16521
21-02-2023,13:45,9900.85,9912.39,9897.71,9908.7,15520
21-02-2023,14:00,9908.7,9915.28,9887.03,9895.74,30381
21-02-2023,14:15,9895.74,9896.67,9894.66,9896.19,40940
21-02-2023,14:30,9896.19,9902.78,9868.56,9882.39,7701
21-02-2023,14:45,9882.39,9897.92,9878.15,9897.41,30239
21-02-2023,15:00,9897.41,9902.23,9885.34,9893.46,36738
21-02-2023,15:15,9893.46,9897.9,9884.29,9889.7,7012
21-02-2023,15:30,9889.7,9902.58,9886.38,9900.9,31563
22-02-2023,09:15,9843.28,9867.61,9835.28,9858.86,36603
22-02-2023,09:30,9858.86,9862.56,9842.58,9848.25,13025
22-02-2023,09:45,9848.25,9874.16,9844.49,9864.24,15376
22-02-2023,10:00,9864.24,9878.54,9862.4,9863.23,25085
22-02-2023,10:15,9863.23,9868.92,9841.98,9843.98,24483
22-02-2023,10:30,9843.98,9844.79,9833.06,9835.44,32824
22-02-2023,10:45,9835.44,9841.2,9833,9841.2,39879
22-02-2023,11:00,9841.2,9847.04,9829.89,9832.09,24276
22-02-2023,11:15,9832.09,9832.14,9823.67,9825.01,35025
22-02-2023,11:30,9825.01,9835.08,9821.13,9831.27,48168
22-02-2023,11:45,9831.27,9845.16,9830.41,9844.73,10022
22-02-2023,12:00,9844.73,9845.05,9823.51,9828.13,39722
22-02-2023,12:15,9828.13,9836.9,9817.66,9822.84,10855
22-02-2023,12:30,9822.84,9836.19,9818.41,9833.35,26154
22-02-2023,12:45,9833.35,9835.44,9815.76,9820.46,39737
22-02-2023,13:00,9820.46,9824.26,9804.17,9806.64,48042
22-02-2023,13:15,9806.64,9814.94,9780.27,9788.93,47979
22-02-2023,13:30,9788.93,9793.07,9767.43,9773.63,11916
22-02-2023,13:45,9773.63,9778.83,9759.1,9762.43,40764
22-02-2023,14:00,9762.43,9780.61,9761.36,9774.17,11218
22-02-2023,14:15,9774.17,9777,9753.22,9755.49,37169
22-02-2023,14:30,9755.49,9756.69,9734.67,9745.4,35593
22-02-2023,14:45,9745.4,9747.33,9723.34,9729.02,48229
22-02-2023,15:00,9729.02,9735.67,9718.24,9718.69,29939
22-02-2023,15:15,9718.69,9729.69,9717.47,9729.37,44177
22-02-2023,15:30,9729.37,9753.85,9729.32,9753.68,4032
23-02-2023,09:15,9708.12,9729.92,9704.55,9724.1,49672
23-02-2023,09:30,9724.1,9741.55,9720.54,9741.51,35289
23-02-2023,09:45,9741.51,9763.99,9731.28,9761.61,30040
23-02-2023,10:00,9761.61,9763.84,9754.46,9754.7,35482
23-02-2023,10:15,9754.7,9757.17,9752.26,9752.9,1588
23-02-2023,10:30,9752.9,9756.14,9746.12,9754.8,23677
23-02-2023,10:45,9754.8,9779.9,9752.55,9778.91,27460
23-02-2023,11:00,9778.91,9784.86,9765.28,9768.99,14587
23-02-2023,11:15,9768.99,9779.28,9764.63,9773.19,24976
23-02-2023,11:30,9773.19,9773.31,9771.28,9772.21,40585
23-02-2023,11:45,9772.21,9773.78,9754.02,9760.87,48492
23-02-2023,12:00,9760.87,9775.3,9758.36,9767.2,49490
23-02-2023,12:15,9767.2,9768.57,9758.71,9764.14,8074
23-02-2023,12:30,9764.14,9805.37,9763.79,9805.13,37864
23-02-2023,12:45,9805.13,9808.5,9795.54,9800.04,1344
23-02-2023,13:00,9800.04,9818.57,9798.84,9813.24,40187
23-02-2023,13:15,9813.24,9837.06,9813.13,9833.49,2102
23-02-2023,13:30,9833.49,9835.11,9816.93,9824.24,17568
23-02-2023,13:45,9824.24,9843.49,9817.97,9834.46,2800
23-02-2023,14:00,9834.46,9840.68,9819.77,9824.56,44978
23-02-2023,14:15,9824.56,9826.11,9815.08,9819.61,17756
23-02-2023,14:30,9819.61,9821.47,9793,9794.93,17886
23-02-2023,14:45,9794.93,9807.09,9790.59,9802.92,49656
23-02-2023,15:00,9802.92,9813.24,9796.98,9807.55,16815
23-02-2023,15:15,9807.55,9830.98,9803.85,9829.66,10052
23-02-2023,15:30,9829.66,9845.64,9828.08,9838.98,28280
24-02-2023,09:15,9813.69,9822.43,9804.1,9820.4,37853
24-02-2023,09:30,9820.4,9826.01,9811.43,9812.41,25092
24-02-2023,09:45,9812.41,9819.46,9809.84,9816.43,25815
24-02-2023,10:00,9816.43,9821.77,9816.12,9819.45,39378
24-02-2023,10:15,9819.45,9829.42,9819.18,9825.4,28700
24-02-2023,10:30,9825.4,9841.01,9818.16,9833.06,24835
24-02-2023,10:45,9833.06,9840.93,9828.07,9831.33,16408
24-02-2023,11:00,9831.33,9833.48,9818.64,9820.16,31663
24-02-2023,11:15,9820.16,9823.91,9811.82,9813.89,34973
24-02-2023,11:30,9813.89,9820.18,9808.88,9813.46,20003
24-02-2023,11:45,9813.46,9838.94,9810.5,9837.77,32582
24-02-2023,12:00,9837.77,9841.39,9826.45,9832.09,10907
24-02-2023,12:15,9832.09,9836.2,9820.29,9821.67,41699
24-02-2023,12:30,9821.67,9830.04,9799.33,9808.22,39198
24-02-2023,12:45,9808.22,9808.52,9807.66,9807.9,8634
24-02-2023,13:00,9807.9,9816.75,9807.62,9811.5,14376
24-02-2023,13:15,9811.5,9814.44,9807.58,9810.15,8859
24-02-2023,13:30,9810.15,9813.98,9798.72,9800.48,15505
24-02-2023,13:45,9800.48,9818.88,9795.17,9809.59,44817
24-02-2023,14:00,9809.59,9827.78,9804.33,9827.11,12479
24-02-2023,14:15,9827.11,9832.03,9826.2,9829.01,19512
24-02-2023,14:30,9829.01,9833.54,9802.87,9806.62,36729
24-02-2023,14:45,9806.62,9809.72,9802.4,9803.25,3883
24-02-2023,15:00,9803.25,9806.25,9766.43,9766.71,29450
24-02-2023,15:15,9766.71,9772.9,9761.54,9765.26,44994
24-02-2023,15:30,9765.26,9790.21,9765.16,9790.09,22169
27-02-2023,09:15,9788.68,9792.26,9781.27,9785.87,5809
27-02-2023,09:30,9785.87,9793.82,9774.58,9792.55,39010
27-02-2023,09:45,9792.55,9799.82,9790.49,9793.81,35845
27-02-2023,10:00,9793.81,9801.44,9790.09,9792.71,3331
27-02-2023,10:15,9792.71,9802.28,9780.69,9791.29,25228
27-02-2023,10:30,9791.29,9798.28,9771.14,9772.55,25200
27-02-2023,10:45,9772.55,9772.95,9743.51,9744.99,33722
27-02-2023,11:00,9744.99,9750.76,9736.17,9736.87,47687
27-02-2023,11:15,9736.87,9747.02,9720.94,9722.37,34099
27-02-2023,11:30,9722.37,9725.78,9720.52,9724.43,11722
27-02-2023,11:45,9724.43,9741.12,9722.85,9741.11,36108
27-02-2023,12:00,9741.11,9751.11,9732.8,9744.47,6512
27-02-2023,12:15,9744.47,9744.92,9737.52,9741.87,17603
27-02-2023,12:30,9741.87,9756.25,9735.67,9751.32,6307
27-02-2023,12:45,9751.32,9768.9,9746.43,9763.84,1038
27-02-2023,13:00,9763.84,9764.87,9753.59,9759.91,25932
27-02-2023,13:15,9759.91,9761.79,9758.22,9761.76,46467
27-02-2023,13:30,9761.76,9767.1,9751.59,9765.7,43190
27-02-2023,13:45,9765.7,9770.91,9755.75,9759.27,36005
27-02-2023,14:00,9759.27,9762.54,9738.83,9738.87,49455
27-02-2023,14:15,9738.87,9751.73,9733.04,9745.08,11347
27-02-2023,14:30,9745.08,9747.03,9732.71,9732.75,7812
27-02-2023,14:45,9732.75,9732.82,9730.08,9732.14,6417
27-02-2023,15:00,9732.14,9737.48,9720.38,9723.61,37783
27-02-2023,15:15,9723.61,9729.64,9721.39,9726.82,15308
27-02-2023,15:30,9726.82,9732.58,9720.28,9723.3,9992
28-02-2023,09:15,9761.3,9781.62,9758.02,9771.11,41145
28-02-2023,09:30,9771.11,9773.75,9757.58,9772.25,35992
28-02-2023,09:45,9772.25,9779.94,9769.02,9779.93,8062
28-02-2023,10:00,9779.93,9784.83,9765.07,9769.84,20036
28-02-2023,10:15,9769.84,9780.96,9763.66,9779.3,35948
28-02-2023,10:30,9779.3,9781,9770.11,9777.34,14086
28-02-2023,10:45,9777.34,9779.39,9748.92,9763.19,5117
28-02-2023,11:00,9763.19,9768.35,9761.16,9765.28,2339
28-02-2023,11:15,9765.28,9786.21,9755.95,9785.36,4518
28-02-2023,11:30,9785.36,9789.87,9780.16,9788.14,47013
28-02-2023,11:45,9788.14,9816.52,9782.97,9816.01,2760
28-02-2023,12:00,9816.01,9821.05,9808.3,9811.85,17350
28-02-2023,12:15,9811.85,9813.45,9797.12,9803.31,22877
28-02-2023,12:30,9803.31,9813.71,9792.97,9799.38,34004
28-02-2023,12:45,9799.38,9807.27,9785.75,9785.98,28482
28-02-2023,13:00,9785.98,9793.84,9778.93,9781.91,14733
28-02-2023,13:15,9781.91,9786.06,9769.39,9779.24,41968
28-02-2023,13:30,9779.24,9799.77,9778.37,9793.03,37151
28-02-2023,13:45,9793.03,9795.5,9774.53,9779.39,27271
28-02-2023,14:00,9779.39,9784.1,9778.94,9779.79,48224
28-02-2023,14:15,9779.79,9792.47,9758.73,9763.46,8750
28-02-2023,14:30,9763.46,9765.8,9742.14,9745.03,15338
28-02-2023,14:45,9745.03,9749.82,9743.67,9745.14,10407
28-02-2023,15:00,9745.14,9752.05,9736.79,9738.96,41623
28-02-2023,15:15,9738.96,9740.24,9723.42,9730.07,14019
28-02-2023,15:30,9730.07,9730.34,9725.14,9727.72,9831
01-03-2023,09:15,9778.74,9803.5,9774.97,9793.58,37654
01-03-2023,09:30,9793.58,9794.7,9782.19,9784.95,44799
01-03-2023,09:45,9784.95,9796.73,9781.06,9794.25,18007
01-03-2023,10:00,9794.25,9796.94,9791.29,9794.52,35478
01-03-2023,10:15,9794.52,9801.78,9792.8,9799.51,43359
01-03-2023,10:30,9799.51,9803.35,9780.85,9781.34,12357
01-03-2023,10:45,9781.34,9782.16,9777.41,9777.86,28081
01-03-2023,11:00,9777.86,9787.36,9765.77,9768.63,34499
01-03-2023,11:15,9768.63,9780.55,9755.66,9779.43,25638
01-03-2023,11:30,9779.43,9790.35,9774.28,9789.37,24867
01-03-2023,11:45,9789.37,9789.42,9769.3,9777.58,26012
01-03-2023,12:00,9777.58,9783.68,9767.85,9770.65,6592
01-03-2023,12:15,9770.65,9770.8,9751.65,9762.33,34555
01-03-2023,12:30,9762.33,9782.53,9753.38,9781.92,45190
01-03-2023,12:45,9781.92,9793.86,9777.9,9789.31,17801
01-03-2023,13:00,9789.31,9791.51,9786.43,9788.72,2960
01-03-2023,13:15,9788.72,9804.23,9783.19,9798.14,43556
01-03-2023,13:30,9798.14,9803.07,9776.26,9777.08,42444
01-03-2023,13:45,9777.08,9792.86,9770.15,9783.56,39469
01-03-2023,14:00,9783.56,9783.71,9761.08,9761.94,7732
01-03-2023,14:15,9761.94,9771.54,9752.12,9766.54,5949
01-03-2023,14:30,9766.54,9770.36,9729.56,9732.7,3473
01-03-2023,14:45,9732.7,9733.67,9714.53,9719.36,3029
01-03-2023,15:00,9719.36,9722.67,9707.11,9707.85,35958
01-03-2023,15:15,9707.85,9741.71,9702.45,9734.09,29841
01-03-2023,15:30,9734.09,9737.88,9726.77,9727.28,35459
02-03-2023,09:15,9691.68,9702.99,9688.01,9696.79,12345
02-03-2023,09:30,9696.79,9705.3,9693.67,9701.68,35908
02-03-2023,09:45,9701.68,9707.35,9691.98,9696.59,45489
02-03-2023,10:00,9696.59,9720.01,9692.08,9715.05,20873
02-03-2023,10:15,9715.05,9725.81,9709.79,9722.49,26709
02-03-2023,10:30,9722.49,9735.84,9715.67,9729.42,42310
02-03-2023,10:45,9729.42,9736.74,9724.93,9732.46,9583
02-03-2023,11:00,9732.46,9738.76,9729.25,9738.12,32467
02-03-2023,11:15,9738.12,9743.4,9718.4,9721.66,19930
02-03-2023,11:30,9721.66,9723.16,9720.56,9721.41,2684
02-03-2023,11:45,9721.41,9721.43,9705.77,9708.86,2740
02-03-2023,12:00,9708.86,9715.58,9693.87,9697.35,46072
02-03-2023,12:15,9697.35,9710.17,9692.93,9704.52,6279
02-03-2023,12:30,9704.52,9706.18,9689.56,9695.49,15665
02-03-2023,12:45,9695.49,9703.27,9681.32,9685.38,46834
02-03-2023,13:00,9685.38,9719.24,9685.02,9714.17,35303
02-03-2023,13:15,9714.17,9714.79,9691.28,9700.11,49064
02-03-2023,13:30,9700.11,9700.89,9682.89,9685.1,33692
02-03-2023,13:45,9685.1,9691.68,9674.02,9680.25,36828
02-03-2023,14:00,9680.25,9681.21,9670.28,9677.05,13630
02-03-2023,14:15,9677.05,9691.02,9668.72,9688.8,3967
02-03-2023,14:30,9688.8,9693.08,9663.5,9667.22,12044
02-03-2023,14:45,9667.22,9674.56,9664.39,9669,40895
02-03-2023,15:00,9669,9674.42,9666.47,9671.28,41491
02-03-2023,15:15,9671.28,9685.11,9664.62,9682.98,23953
02-03-2023,15:30,9682.98,9704.09,9677.62,9701.83,25636
03-03-2023,09:15,9726.81,9738.78,9722.21,9730.16,24316
03-03-2023,09:30,9730.16,9733.35,9713.33,9719.84,48281
03-03-2023,09:45,9719.84,9725.72,9717.43,9725.05,20351
03-03-2023,10:00,9725.05,9737.97,9721.64,9723.41,14674
03-03-2023,10:15,9723.41,9729.79,9683.66,9685.72,4744
03-03-2023,10:30,9685.72,9692.47,9675.56,9676.63,17017
03-03-2023,10:45,9676.63,9686.58,9663.28,9673.49,17074
03-03-2023,11:00,9673.49,9681.27,9671.53,9680.2,42487
03-03-2023,11:15,9680.2,9687.04,9671.35,9677.62,2678
03-03-2023,11:30,9677.62,9679.41,9664.94,9670.96,33029
03-03-2023,11:45,9670.96,9702.13,9661.27,9691.79,42670
03-03-2023,12:00,9691.79,9703.83,9680.96,9703.1,25849
03-03-2023,12:15,9703.1,9719.32,9698.19,9717.69,19943
03-03-2023,12:30,9717.69,9722.82,9704.06,9710.68,16625
03-03-2023,12:45,9710.68,9721.34,9708.73,9717.32,8282
03-03-2023,13:00,9717.32,9718.09,9712.31,9715.04,45322
03-03-2023,13:15,9715.04,9721.4,9710.74,9714.81,7260
03-03-2023,13:30,9714.81,9716.1,9702.21,9708.53,21767
03-03-2023,13:45,9708.53,9728.86,9701.72,9724.59,34942
03-03-2023,14:00,9724.59,9734.96,9724.21,9730.34,27342
03-03-2023,14:15,9730.34,9753.22,9729.58,9752.94,43881
03-03-2023,14:30,9752.94,9762.26,9739.81,9740.69,44360
03-03-2023,14:45,9740.69,9766.36,9740.38,9758.36,25796
03-03-2023,15:00,9758.36,9764.3,9750.54,9752.71,40392
03-03-2023,15:15,9752.71,9756.44,9746.01,9753.81,1507
03-03-2023,15:30,9753.81,9762.18,9743.27,9745.17,49011
06-03-2023,09:15,9694.82,9706.22,9693.03,9704.79,30960
06-03-2023,09:30,9704.79,9710.78,9703.64,9703.77,24241
06-03-2023,09:45,9703.77,9716.21,9700.85,9707.13,34301
06-03-2023,10:00,9707.13,9707.23,9694.65,9696.95,36764
06-03-2023,10:15,9696.95,9701.49,9691.84,9695.34,28212
06-03-2023,10:30,9695.34,9700.11,9695.05,9696.05,14823
06-03-2023,10:45,9696.05,9702.29,9689.67,9694.43,38394
06-03-2023,11:00,9694.43,9705.48,9684.84,9702.18,17386
06-03-2023,11:15,9702.18,9702.33,9691.31,9692.41,22508
06-03-2023,11:30,9692.41,9702.35,9690.54,9697.16,33784
06-03-2023,11:45,9697.16,9706.3,9688.04,9689.65,35210
06-03-2023,12:00,9689.65,9696.21,9689.15,9695.15,34389
06-03-2023,12:15,9695.15,9702.19,9687.49,9694.65,19895
06-03-2023,12:30,9694.65,9703.13,9691.76,9702.6,23812
06-03-2023,12:45,9702.6,9706.07,9699.84,9701.87,13972
06-03-2023,13:00,9701.87,9712.77,9701.53,9710.89,16839
06-03-2023,13:15,9710.89,9720.55,9688.75,9688.84,36612
06-03-2023,13:30,9688.84,9708.4,9676.93,9700.84,46221
06-03-2023,13:45,9700.84,9730.01,9699.05,9722.37,8313
06-03-2023,14:00,9722.37,9728.2,9721,9727.28,31724
06-03-2023,14:15,9727.28,9727.34,9714.79,9725.91,32841
06-03-2023,14:30,9725.91,9726.53,9712.97,9718.42,35752
06-03-2023,14:45,9718.42,9719.37,9716.61,9717.7,34985
06-03-2023,15:00,9717.7,9720.12,9711.34,9719.58,32550
06-03-2023,15:15,9719.58,9721.61,9717.09,9718.03,34613
06-03-2023,15:30,9718.03,9723.04,9714.34,9718.58,27972
07-03-2023,09:15,9734.34,9743.11,9727.97,9728.53,48837
07-03-2023,09:30,9728.53,9734.39,9725.03,9733.05,31877
07-03-2023,09:45,9733.05,9736.76,9729.93,9736.49,35091
07-03-2023,10:00,9736.49,9753.1,9731.53,9748.12,20338
07-03-2023,10:15,9748.12,9760.45,9739.65,9752.77,19602
07-03-2023,10:30,9752.77,9755.1,9746.17,9754.2,36490
07-03-2023,10:45,9754.2,9762.68,9752.11,9760.2,5686
07-03-2023,11:00,9760.2,9767.16,9757.52,9766.21,4024
07-03-2023,11:15,9766.21,9770.27,9756.3,9761.38,7220
07-03-2023,11:30,9761.38,9765.05,9741.38,9747.98,34238
07-03-2023,11:45,9747.98,9764.61,9742.45,9758.84,41959
07-03-2023,12:00,9758.84,9766.55,9758.64,9765.72,8482
07-03-2023,12:15,9765.72,9786.47,9757.75,9778.66,35047
07-03-2023,12:30,9778.66,9799.23,9778.07,9799.18,45435
07-03-2023,12:45,9799.18,9819.12,9798.61,9807.61,19646
07-03-2023,13:00,9807.61,9816.24,9806.55,9812.51,42820
07-03-2023,13:15,9812.51,9812.86,9805.21,9809.27,39192
07-03-2023,13:30,9809.27,9814.88,9808.29,9813.85,21898
07-03-2023,13:45,9813.85,9816.73,9812.02,9813.04,17498
07-03-2023,14:00,9813.04,9833.28,9811.54,9829.48,43814
07-03-2023,14:15,9829.48,9833.33,9823.31,9832.58,31858
07-03-2023,14:30,9832.58,9838.35,9806.16,9813.02,4111
07-03-2023,14:45,9813.02,9834.15,9807.41,9829.14,16374
07-03-2023,15:00,9829.14,9860.08,9818.23,9859.48,29087
07-03-2023,15:15,9859.48,9867.07,9857.54,9859.79,7412
07-03-2023,15:30,9859.79,9886.27,9858.56,9880.45,18866
08-03-2023,09:15,9949.7,9976.05,9937.45,9970.16,42677
08-03-2023,09:30,9970.16,9990.51,9964.14,9983.32,20719
08-03-2023,09:45,9983.32,9998.22,9980.39,9997.93,39245
08-03-2023,10:00,9997.93,10025.77,9993.9,10022.07,43530
08-03-2023,10:15,10022.07,10035.94,10020.73,10032.74,10879
08-03-2023,10:30,10032.74,10033.55,10010.52,10011.51,25794
08-03-2023,10:45,10011.51,10021.76,10006.03,10019.67,42924
08-03-2023,11:00,10019.67,10027.59,10019.45,10027.33,48869
08-03-2023,11:15,10027.33,10053.21,10027.12,10047.86,13922
08-03-2023,11:30,10047.86,10048.78,10032.85,10035.75,39117
08-03-2023,11:45,10035.75,10043.58,10034.24,10034.9,19063
08-03-2023,12:00,10034.9,10061.94,10033.47,10054.63,30670
08-03-2023,12:15,10054.63,10058.08,10040.68,10043.6,5071
08-03-2023,12:30,10043.6,10045.4,10039.92,10040.22,11599
08-03-2023,12:45,10040.22,10043.09,10034.38,10041.34,44955
08-03-2023,13:00,10041.34,10068.38,10032.11,10061.74,25631
08-03-2023,13:15,10061.74,10073.22,10050.89,10072.34,39380
08-03-2023,13:30,10072.34,10075.17,10056.17,10057.56,4179
08-03-2023,13:45,10057.56,10065.23,10049.22,10064.47,32046
08-03-2023,14:00,10064.47,10071.09,10062.09,10066.3,48927
08-03-2023,14:15,10066.3,10093.48,10062.99,10093.35,3024
08-03-2023,14:30,10093.35,10094.14,10075.05,10080.03,2919
08-03-2023,14:45,10080.03,10081.21,10052.49,10058.56,19110
08-03-2023,15:00,10058.56,10074.4,10048.08,10068.13,35940
08-03-2023,15:15,10068.13,10093.27,10059.72,10083.08,36646
08-03-2023,15:30,10083.08,10086.39,10080.73,10083.21,42385
09-03-2023,09:15,10018.23,10032,10014.87,10022.37,5585
09-03-2023,09:30,10022.37,10025.88,10020.6,10025.34,10277
09-03-2023,09:45,10025.34,10036.12,10023.96,10035.83,32432
09-03-2023,10:00,10035.83,10038.67,10024.71,10024.9,33880
09-03-2023,10:15,10024.9,10028.31,10020.48,10022.38,28881
09-03-2023,10:30,10022.38,10025.15,9990.92,9991.28,21953
09-03-2023,10:45,9991.28,9993.82,9975.38,9982.37,21465
09-03-2023,11:00,9982.37,9984.45,9977.41,9978.08,34547
09-03-2023,11:15,9978.08,9983.92,9974.08,9980.63,28905
09-03-2023,11:30,9980.63,9982.21,9977.2,9981.31,35287
09-03-2023,11:45,9981.31,9985.36,9970.91,9978.01,44524
09-03-2023,12:00,9978.01,9989.22,9977.46,9984.7,30143
09-03-2023,12:15,9984.7,9986.87,9959.92,9962.04,33029
09-03-2023,12:30,9962.04,9965.3,9957.98,9964.97,12494
09-03-2023,12:45,9964.97,9983.39,9956.58,9983.36,9661
09-03-2023,13:00,9983.36,10002.59,9981.72,9996.3,47752
09-03-2023,13:15,9996.3,10003.78,9976.4,9980.15,45958
09-03-2023,13:30,9980.15,9981.11,9977.62,9980.9,40634
09-03-2023,13:45,9980.9,10005.64,9975.98,10004.66,43648
09-03-2023,14:00,10004.66,10008.07,9989.3,9993.86,12816
09-03-2023,14:15,9993.86,10002,9982.13,10000.52,30860
09-03-2023,14:30,10000.52,10006.2,9955.55,9959.21,18737
09-03-2023,14:45,9959.21,9973.55,9956.27,9972.96,43282
09-03-2023,15:00,9972.96,9976.4,9966.46,9968.86,7879
09-03-2023,15:15,9968.86,9976.23,9948.8,9955.01,15659
09-03-2023,15:30,9955.01,9967.44,9950.38,9966.04,14757
10-03-2023,09:15,10043.76,10058.52,10040.78,10046.09,45787
10-03-2023,09:30,10046.09,10068.97,10045.42,10064.26,41317
10-03-2023,09:45,10064.26,10065.03,10037.29,10045.31,49672
10-03-2023,10:00,10045.31,10062.69,10038.66,10057.9,11154
10-03-2023,10:15,10057.9,10059.9,10042.24,10043.73,14548
10-03-2023,10:30,10043.73,10046.88,10009.5,10011.18,36069
10-03-2023,10:45,10011.18,10019.08,10011.05,10015.39,20516
10-03-2023,11:00,10015.39,10016.8,10002.6,10003.05,33567
10-03-2023,11:15,10003.05,10005.79,10001.44,10004.81,44622
10-03-2023,11:30,10004.81,10009.75,9998.33,10000.85,9290
10-03-2023,11:45,10000.85,10013.47,9995.84,10005.19,24859
10-03-2023,12:00,10005.19,10012.09,9984.4,9988.67,34276
10-03-2023,12:15,9988.67,9990.85,9974.61,9978.58,41731
10-03-2023,12:30,9978.58,9992.95,9973.17,9992.71,18610
10-03-2023,12:45,9992.71,10006.83,9990.77,9997.7,46488
10-03-2023,13:00,9997.7,9998.83,9993.62,9998.55,32756
10-03-2023,13:15,9998.55,10002.56,9997.01,9999.8,15744
10-03-2023,13:30,9999.8,10001.15,9986.17,9987.75,20523
10-03-2023,13:45,9987.75,9993.72,9973.5,9975.35,35447
10-03-2023,14:00,9975.35,9980.64,9958.35,9966.75,49400
10-03-2023,14:15,9966.75,9976.37,9964.79,9972.88,30922
10-03-2023,14:30,9972.88,9979.56,9936.4,9953.14,43878
10-03-2023,14:45,9953.14,9959.76,9951.1,9957.85,23854
10-03-2023,15:00,9957.85,9967.99,9936.82,9937.9,21771
10-03-2023,15:15,9937.9,9937.95,9925.4,9929.61,30377
10-03-2023,15:30,9929.61,9936.41,9916.9,9920.42,4054
13-03-2023,09:15,9909.52,9929.28,9908.77,9928.77,49937
13-03-2023,09:30,9928.77,9936.53,9918.93,9922.69,23821
13-03-2023,09:45,9922.69,9927.55,9917.42,9927.42,37686
13-03-2023,10:00,9927.42,9930.55,9927.35,9928.42,36490
13-03-2023,10:15,9928.42,9943.71,9927.69,9940.14,8845
13-03-2023,10:30,9940.14,9940.86,9925.18,9925.77,31449
13-03-2023,10:45,9925.77,9939.68,9915.91,9939.4,35132
13-03-2023,11:00,9939.4,9942.88,9930.69,9939.36,15764
13-03-2023,11:15,9939.36,9946.88,9938.61,9944.01,22292
13-03-2023,11:30,9944.01,9945.51,9926.17,9927.98,27813
13-03-2023,11:45,9927.98,9942.99,9917.48,9941,46342
13-03-2023,12:00,9941,9956.17,9940.14,9953.77,3892
13-03-2023,12:15,9953.77,9965.57,9943.94,9962.04,13852
13-03-2023,12:30,9962.04,9973.55,9953.9,9968.18,41487
13-03-2023,12:45,9968.18,10000.15,9960.34,9986.63,26870
13-03-2023,13:00,9986.63,9993.61,9980.21,9990.73,35278
13-03-2023,13:15,9990.73,9997.01,9982.98,9989.17,42345
13-03-2023,13:30,9989.17,9993.79,9976.62,9982.14,13818
13-03-2023,13:45,9982.14,9988.59,9968.49,9974.57,13466
13-03-2023,14:00,9974.57,9982.1,9972.72,9981.74,32038
13-03-2023,14:15,9981.74,10004.98,9981.65,10001.56,22288
13-03-2023,14:30,10001.56,10003.92,9981.9,9986.48,27153
13-03-2023,14:45,9986.48,9993.21,9968.62,9974.35,34428
13-03-2023,15:00,9974.35,9986.05,9973.74,9981.81,23680
13-03-2023,15:15,9981.81,9989.15,9979.33,9989.13,31530
13-03-2023,15:30,9989.13,9993.91,9983.26,9989.35,2738
14-03-2023,09:15,10020.83,10028.27,10015.93,10025.32,29771
14-03-2023,09:30,10025.32,10036.44,10020.44,10034.74,13740
14-03-2023,09:45,10034.74,10057.17,10031.02,10045.79,29127
14-03-2023,10:00,10045.79,10064.14,10037.99,10061.92,36841
14-03-2023,10:15,10061.92,10072.86,10060.94,10064.74,21015
14-03-2023,10:30,10064.74,10071.33,10062.08,10064.32,18974
14-03-2023,10:45,10064.32,10080.93,10059.87,10077.21,21306
14-03-2023,11:00,10077.21,10085.01,10063.89,10076.47,10594
14-03-2023,11:15,10076.47,10082.57,10054.33,10054.9,22349
14-03-2023,11:30,10054.9,10056.94,10043.35,10047.52,25051
14-03-2023,11:45,10047.52,10053.86,10043.36,10053.71,3421
14-03-2023,12:00,10053.71,10057.13,10041.97,10045.43,26027
14-03-2023,12:15,10045.43,10049.3,10042.68,10047.59,24396
14-03-2023,12:30,10047.59,10049.8,10038.13,10046.48,44502
